Analyse intensité de charge
Chargeur 220v -- Partage de connexion activé
Debut des mesures :     2023-08-24 09:58:52.548582 Charge: 3%
0.65 A / 11:49:30 / 0006612 s
0.65 A / 11:49:32 / 0006614 s
0.65 A / 11:49:34 / 0006616 s
0.65 A / 11:49:36 / 0006618 s
0.65 A / 11:49:38 / 0006620 s
0.65 A / 11:49:40 / 0006622 s
0.65 A / 11:49:42 / 0006624 s
0.65 A / 11:49:44 / 0006626 s
0.55 A / 11:49:46 / 0006628 s
0.68 A / 11:49:48 / 0006630 s
0.68 A / 11:49:50 / 0006632 s
0.68 A / 11:49:52 / 0006634 s
0.68 A / 11:49:54 / 0006636 s
0.55 A / 11:49:56 / 0006638 s
0.55 A / 11:49:58 / 0006640 s
0.65 A / 11:50:00 / 0006642 s
0.65 A / 11:50:02 / 0006644 s
0.65 A / 11:50:04 / 0006646 s
0.65 A / 11:50:06 / 0006648 s
0.65 A / 11:50:08 / 0006650 s
0.65 A / 11:50:10 / 0006652 s
0.65 A / 11:50:12 / 0006654 s
0.65 A / 11:50:14 / 0006656 s
0.65 A / 11:50:16 / 0006658 s
0.65 A / 11:50:18 / 0006660 s
0.65 A / 11:50:20 / 0006662 s
0.65 A / 11:50:22 / 0006664 s
0.65 A / 11:50:24 / 0006666 s
0.65 A / 11:50:26 / 0006668 s
0.65 A / 11:50:28 / 0006670 s
0.65 A / 11:50:30 / 0006672 s
0.65 A / 11:50:32 / 0006674 s
0.65 A / 11:50:34 / 0006676 s
0.75 A / 11:50:36 / 0006678 s
0.65 A / 11:50:38 / 0006680 s
0.65 A / 11:50:40 / 0006682 s
0.65 A / 11:50:42 / 0006684 s
0.65 A / 11:50:44 / 0006686 s
0.65 A / 11:50:46 / 0006688 s
0.65 A / 11:50:48 / 0006690 s
0.65 A / 11:50:50 / 0006692 s
0.65 A / 11:50:52 / 0006694 s
0.65 A / 11:50:54 / 0006696 s
0.65 A / 11:50:56 / 0006698 s
0.65 A / 11:50:58 / 0006700 s
0.65 A / 11:51:00 / 0006702 s
0.65 A / 11:51:02 / 0006704 s
0.65 A / 11:51:04 / 0006706 s
0.65 A / 11:51:06 / 0006708 s
0.65 A / 11:51:08 / 0006710 s
0.65 A / 11:51:10 / 0006712 s
0.65 A / 11:51:12 / 0006714 s
0.65 A / 11:51:14 / 0006716 s
0.65 A / 11:51:16 / 0006718 s
0.65 A / 11:51:18 / 0006720 s
0.65 A / 11:51:20 / 0006722 s
0.65 A / 11:51:22 / 0006724 s
0.65 A / 11:51:24 / 0006726 s
0.65 A / 11:51:26 / 0006728 s
0.65 A / 11:51:28 / 0006730 s
0.65 A / 11:51:30 / 0006732 s
0.65 A / 11:51:32 / 0006734 s
0.65 A / 11:51:34 / 0006736 s
0.65 A / 11:51:36 / 0006738 s
0.65 A / 11:51:38 / 0006740 s
0.65 A / 11:51:40 / 0006742 s
0.65 A / 11:51:42 / 0006744 s
0.65 A / 11:51:44 / 0006746 s
0.65 A / 11:51:46 / 0006748 s
0.65 A / 11:51:48 / 0006750 s
0.65 A / 11:51:50 / 0006752 s
0.65 A / 11:51:52 / 0006754 s
0.65 A / 11:51:54 / 0006756 s
0.65 A / 11:51:56 / 0006758 s
0.65 A / 11:51:58 / 0006760 s
0.65 A / 11:52:00 / 0006762 s
0.65 A / 11:52:02 / 0006764 s
0.65 A / 11:52:04 / 0006766 s
0.65 A / 11:52:06 / 0006768 s
0.65 A / 11:52:08 / 0006770 s
0.65 A / 11:52:10 / 0006772 s
0.65 A / 11:52:12 / 0006774 s
0.65 A / 11:52:14 / 0006776 s
0.65 A / 11:52:16 / 0006778 s
0.65 A / 11:52:18 / 0006780 s
0.65 A / 11:52:20 / 0006782 s
0.65 A / 11:52:22 / 0006784 s
0.65 A / 11:52:24 / 0006786 s
0.65 A / 11:52:26 / 0006788 s
0.65 A / 11:52:28 / 0006790 s
0.65 A / 11:52:30 / 0006792 s
0.65 A / 11:52:32 / 0006794 s
0.65 A / 11:52:34 / 0006796 s
0.65 A / 11:52:36 / 0006798 s
0.65 A / 11:52:38 / 0006800 s
0.65 A / 11:52:40 / 0006802 s
0.65 A / 11:52:42 / 0006804 s
0.65 A / 11:52:44 / 0006806 s
0.65 A / 11:52:46 / 0006808 s
0.65 A / 11:52:48 / 0006810 s
0.65 A / 11:52:50 / 0006812 s
0.65 A / 11:52:52 / 0006814 s
0.65 A / 11:52:54 / 0006816 s
0.65 A / 11:52:56 / 0006818 s
0.75 A / 11:52:58 / 0006820 s
0.65 A / 11:53:00 / 0006822 s
0.65 A / 11:53:02 / 0006824 s
0.65 A / 11:53:04 / 0006826 s
0.65 A / 11:53:06 / 0006828 s
0.65 A / 11:53:08 / 0006830 s
0.65 A / 11:53:10 / 0006832 s
0.65 A / 11:53:12 / 0006834 s
0.65 A / 11:53:14 / 0006836 s
0.65 A / 11:53:16 / 0006838 s
0.65 A / 11:53:18 / 0006840 s
0.65 A / 11:53:20 / 0006842 s
0.65 A / 11:53:22 / 0006844 s
0.65 A / 11:53:24 / 0006846 s
0.65 A / 11:53:26 / 0006848 s
0.65 A / 11:53:28 / 0006850 s
0.65 A / 11:53:30 / 0006852 s
0.65 A / 11:53:32 / 0006854 s
0.65 A / 11:53:34 / 0006856 s
0.65 A / 11:53:36 / 0006858 s
0.65 A / 11:53:38 / 0006860 s
0.65 A / 11:53:40 / 0006862 s
0.65 A / 11:53:42 / 0006864 s
0.65 A / 11:53:44 / 0006866 s
0.65 A / 11:53:46 / 0006868 s
0.65 A / 11:53:48 / 0006870 s
0.65 A / 11:53:50 / 0006872 s
0.65 A / 11:53:52 / 0006874 s
0.65 A / 11:53:54 / 0006876 s
0.65 A / 11:53:56 / 0006878 s
0.55 A / 11:53:58 / 0006880 s
0.55 A / 11:54:00 / 0006882 s
0.70 A / 11:54:02 / 0006884 s
0.70 A / 11:54:04 / 0006886 s
0.70 A / 11:54:06 / 0006888 s
0.70 A / 11:54:08 / 0006890 s
0.70 A / 11:54:10 / 0006892 s
0.58 A / 11:54:12 / 0006894 s
0.58 A / 11:54:14 / 0006896 s
0.58 A / 11:54:16 / 0006898 s
0.68 A / 11:54:18 / 0006900 s
0.68 A / 11:54:20 / 0006902 s
0.68 A / 11:54:22 / 0006904 s
0.68 A / 11:54:24 / 0006906 s
0.68 A / 11:54:26 / 0006908 s
0.68 A / 11:54:28 / 0006910 s
0.68 A / 11:54:30 / 0006912 s
0.68 A / 11:54:48 / 0006914 s
0.68 A / 11:54:50 / 0006916 s
0.68 A / 11:54:52 / 0006918 s
0.68 A / 11:54:54 / 0006920 s
0.68 A / 11:54:56 / 0006922 s
0.68 A / 11:54:58 / 0006924 s
0.68 A / 11:55:00 / 0006926 s
0.58 A / 11:55:02 / 0006928 s
0.58 A / 11:55:04 / 0006930 s
0.58 A / 11:55:06 / 0006932 s
0.58 A / 11:55:08 / 0006934 s
0.58 A / 11:55:10 / 0006936 s
0.68 A / 11:55:12 / 0006938 s
0.68 A / 11:55:14 / 0006940 s
0.68 A / 11:55:16 / 0006942 s
0.68 A / 11:55:18 / 0006944 s
0.68 A / 11:55:20 / 0006946 s
0.68 A / 11:55:22 / 0006948 s
0.68 A / 11:55:24 / 0006950 s
0.68 A / 11:55:26 / 0006952 s
0.58 A / 11:55:28 / 0006954 s
0.58 A / 11:55:30 / 0006956 s
0.70 A / 11:55:32 / 0006958 s
0.58 A / 11:55:34 / 0006960 s
0.58 A / 11:55:36 / 0006962 s
0.75 A / 11:55:38 / 0006964 s
0.58 A / 11:55:40 / 0006966 s
0.58 A / 11:55:42 / 0006968 s
0.68 A / 11:55:44 / 0006970 s
0.68 A / 11:55:46 / 0006972 s
0.58 A / 11:55:48 / 0006974 s
0.58 A / 11:55:50 / 0006976 s
0.58 A / 11:55:52 / 0006978 s
0.58 A / 11:55:54 / 0006980 s
0.68 A / 11:55:56 / 0006982 s
0.68 A / 11:55:58 / 0006984 s
0.68 A / 11:56:00 / 0006986 s
0.58 A / 11:56:02 / 0006988 s
0.58 A / 11:56:04 / 0006990 s
0.58 A / 11:56:06 / 0006992 s
0.58 A / 11:56:08 / 0006994 s
0.68 A / 11:56:10 / 0006996 s
0.68 A / 11:56:12 / 0006998 s
0.68 A / 11:56:14 / 0007000 s
0.68 A / 11:56:16 / 0007002 s
0.68 A / 11:56:18 / 0007004 s
0.68 A / 11:56:20 / 0007006 s
0.68 A / 11:56:22 / 0007008 s
0.68 A / 11:56:24 / 0007010 s
0.68 A / 11:56:26 / 0007012 s
0.68 A / 11:56:28 / 0007014 s
0.68 A / 11:56:30 / 0007016 s
0.68 A / 11:56:32 / 0007018 s
0.68 A / 11:56:34 / 0007020 s
0.68 A / 11:56:36 / 0007022 s
0.68 A / 11:56:38 / 0007024 s
0.68 A / 11:56:40 / 0007026 s
0.68 A / 11:56:42 / 0007028 s
0.58 A / 11:56:44 / 0007030 s
0.58 A / 11:56:46 / 0007032 s
0.70 A / 11:56:48 / 0007034 s
0.70 A / 11:56:50 / 0007036 s
0.70 A / 11:56:52 / 0007038 s
0.70 A / 11:56:54 / 0007040 s
0.70 A / 11:56:56 / 0007042 s
0.70 A / 11:56:58 / 0007044 s
0.70 A / 11:57:00 / 0007046 s
0.70 A / 11:57:02 / 0007048 s
0.60 A / 11:57:04 / 0007050 s
0.60 A / 11:57:06 / 0007052 s
0.60 A / 11:57:08 / 0007054 s
0.60 A / 11:57:10 / 0007056 s
0.60 A / 11:57:12 / 0007058 s
0.70 A / 11:57:14 / 0007060 s
0.70 A / 11:57:16 / 0007062 s
0.70 A / 11:57:18 / 0007064 s
0.70 A / 11:57:20 / 0007066 s
0.60 A / 11:57:22 / 0007068 s
0.60 A / 11:57:24 / 0007070 s
0.60 A / 11:57:26 / 0007072 s
0.60 A / 11:57:28 / 0007074 s
0.70 A / 11:57:30 / 0007076 s
0.70 A / 11:57:32 / 0007078 s
0.70 A / 11:57:34 / 0007080 s
0.70 A / 11:57:36 / 0007082 s
0.70 A / 11:57:38 / 0007084 s
0.70 A / 11:57:40 / 0007086 s
0.60 A / 11:57:42 / 0007088 s
0.60 A / 11:57:44 / 0007090 s
0.60 A / 11:57:46 / 0007092 s
0.60 A / 11:57:48 / 0007094 s
0.60 A / 11:57:50 / 0007096 s
0.60 A / 11:57:52 / 0007098 s
0.70 A / 11:57:54 / 0007100 s
0.70 A / 11:57:56 / 0007102 s
0.70 A / 11:57:58 / 0007104 s
0.70 A / 11:58:00 / 0007106 s
0.58 A / 11:58:02 / 0007108 s
0.73 A / 11:58:04 / 0007110 s
0.60 A / 11:58:06 / 0007112 s
0.70 A / 11:58:08 / 0007114 s
0.70 A / 11:58:10 / 0007116 s
0.70 A / 11:58:12 / 0007118 s
0.70 A / 11:58:14 / 0007120 s
0.70 A / 11:58:16 / 0007122 s
0.70 A / 11:58:18 / 0007124 s
0.70 A / 11:58:20 / 0007126 s
0.60 A / 11:58:22 / 0007128 s
0.60 A / 11:58:24 / 0007130 s
0.60 A / 11:58:26 / 0007132 s
0.60 A / 11:58:28 / 0007134 s
0.60 A / 11:58:33 / 0007136 s
0.60 A / 11:58:35 / 0007138 s
0.60 A / 11:58:37 / 0007140 s
0.60 A / 11:58:39 / 0007142 s
0.60 A / 11:58:41 / 0007144 s
0.60 A / 11:58:43 / 0007146 s
0.60 A / 11:58:44 / 0007148 s
0.60 A / 11:58:46 / 0007150 s
0.60 A / 11:58:48 / 0007152 s
0.60 A / 11:58:50 / 0007154 s
0.60 A / 11:58:52 / 0007156 s
0.60 A / 11:58:54 / 0007158 s
0.60 A / 11:58:56 / 0007160 s
0.60 A / 11:58:58 / 0007162 s
0.60 A / 11:59:00 / 0007164 s
0.73 A / 11:59:02 / 0007166 s
0.63 A / 11:59:04 / 0007168 s
0.63 A / 11:59:06 / 0007170 s
0.63 A / 11:59:08 / 0007172 s
0.63 A / 11:59:10 / 0007174 s
0.63 A / 11:59:12 / 0007176 s
0.63 A / 11:59:14 / 0007178 s
0.63 A / 11:59:16 / 0007180 s
0.63 A / 11:59:18 / 0007182 s
0.63 A / 11:59:20 / 0007184 s
0.63 A / 11:59:22 / 0007186 s
0.63 A / 11:59:24 / 0007188 s
0.63 A / 11:59:26 / 0007190 s
0.63 A / 11:59:28 / 0007192 s
0.63 A / 11:59:30 / 0007194 s
0.63 A / 11:59:32 / 0007196 s
0.63 A / 11:59:34 / 0007198 s
0.73 A / 11:59:36 / 0007200 s
0.73 A / 11:59:38 / 0007202 s
0.63 A / 11:59:40 / 0007204 s
0.63 A / 11:59:42 / 0007206 s
0.63 A / 11:59:44 / 0007208 s
0.63 A / 11:59:46 / 0007210 s
0.63 A / 11:59:48 / 0007212 s
0.63 A / 11:59:50 / 0007214 s
0.63 A / 11:59:52 / 0007216 s
0.63 A / 11:59:54 / 0007218 s
0.63 A / 11:59:56 / 0007220 s
0.63 A / 11:59:58 / 0007222 s
0.63 A / 12:00:00 / 0007224 s
0.63 A / 12:00:02 / 0007226 s
0.63 A / 12:00:04 / 0007228 s
0.63 A / 12:00:06 / 0007230 s
0.63 A / 12:00:08 / 0007232 s
0.63 A / 12:00:10 / 0007234 s
0.63 A / 12:00:12 / 0007236 s
0.63 A / 12:00:14 / 0007238 s
0.63 A / 12:00:16 / 0007240 s
0.73 A / 12:00:18 / 0007242 s
0.73 A / 12:00:20 / 0007244 s
0.73 A / 12:00:22 / 0007246 s
0.63 A / 12:00:24 / 0007248 s
0.63 A / 12:00:26 / 0007250 s
0.63 A / 12:00:28 / 0007252 s
0.63 A / 12:00:30 / 0007254 s
0.63 A / 12:00:32 / 0007256 s
0.63 A / 12:00:34 / 0007258 s
0.63 A / 12:00:36 / 0007260 s
0.63 A / 12:00:38 / 0007262 s
0.63 A / 12:00:40 / 0007264 s
0.63 A / 12:00:42 / 0007266 s
0.63 A / 12:00:44 / 0007268 s
0.63 A / 12:00:46 / 0007270 s
0.63 A / 12:00:48 / 0007272 s
0.75 A / 12:00:50 / 0007274 s
0.75 A / 12:00:52 / 0007276 s
0.63 A / 12:00:54 / 0007278 s
0.63 A / 12:00:56 / 0007280 s
0.63 A / 12:00:58 / 0007282 s
0.63 A / 12:01:00 / 0007284 s
0.63 A / 12:01:02 / 0007286 s
0.63 A / 12:01:04 / 0007288 s
0.63 A / 12:01:06 / 0007290 s
0.63 A / 12:01:08 / 0007292 s
0.73 A / 12:01:10 / 0007294 s
0.73 A / 12:01:12 / 0007296 s
0.73 A / 12:01:14 / 0007298 s
0.73 A / 12:01:16 / 0007300 s
0.73 A / 12:01:18 / 0007302 s
0.73 A / 12:01:20 / 0007304 s
0.60 A / 12:01:22 / 0007306 s
0.60 A / 12:01:24 / 0007308 s
0.60 A / 12:01:26 / 0007310 s
0.60 A / 12:01:28 / 0007312 s
0.60 A / 12:01:30 / 0007314 s
0.73 A / 12:01:32 / 0007316 s
0.60 A / 12:01:34 / 0007318 s
0.60 A / 12:01:36 / 0007320 s
0.60 A / 12:01:38 / 0007322 s
0.60 A / 12:01:40 / 0007324 s
0.60 A / 12:01:42 / 0007326 s
0.60 A / 12:01:44 / 0007328 s
0.60 A / 12:01:46 / 0007330 s
0.60 A / 12:01:48 / 0007332 s
0.60 A / 12:01:50 / 0007334 s
0.60 A / 12:01:52 / 0007336 s
0.60 A / 12:01:54 / 0007338 s
0.70 A / 12:01:56 / 0007340 s
0.70 A / 12:01:58 / 0007342 s
0.58 A / 12:02:00 / 0007344 s
0.58 A / 12:02:02 / 0007346 s
0.58 A / 12:02:04 / 0007348 s
0.58 A / 12:02:06 / 0007350 s
0.58 A / 12:02:08 / 0007352 s
0.58 A / 12:02:10 / 0007354 s
0.58 A / 12:02:12 / 0007356 s
0.70 A / 12:02:14 / 0007358 s
0.70 A / 12:02:16 / 0007360 s
0.70 A / 12:02:18 / 0007362 s
0.70 A / 12:02:20 / 0007364 s
0.60 A / 12:02:22 / 0007366 s
0.70 A / 12:02:24 / 0007368 s
0.70 A / 12:02:26 / 0007370 s
0.70 A / 12:02:28 / 0007372 s
0.70 A / 12:02:30 / 0007374 s
0.70 A / 12:02:32 / 0007376 s
0.70 A / 12:02:34 / 0007378 s
0.70 A / 12:02:36 / 0007380 s
0.70 A / 12:02:38 / 0007382 s
0.70 A / 12:02:40 / 0007384 s
0.70 A / 12:02:42 / 0007386 s
0.70 A / 12:02:44 / 0007388 s
0.70 A / 12:02:46 / 0007390 s
0.70 A / 12:02:48 / 0007392 s
0.70 A / 12:02:50 / 0007394 s
0.58 A / 12:02:52 / 0007396 s
0.58 A / 12:02:54 / 0007398 s
0.58 A / 12:02:56 / 0007400 s
0.68 A / 12:02:58 / 0007402 s
0.68 A / 12:03:00 / 0007404 s
0.68 A / 12:03:02 / 0007406 s
0.68 A / 12:03:04 / 0007408 s
0.68 A / 12:03:06 / 0007410 s
0.68 A / 12:03:08 / 0007412 s
0.68 A / 12:03:10 / 0007414 s
0.68 A / 12:03:12 / 0007416 s
0.68 A / 12:03:14 / 0007418 s
0.68 A / 12:03:16 / 0007420 s
0.68 A / 12:03:18 / 0007422 s
0.68 A / 12:03:20 / 0007424 s
0.68 A / 12:03:22 / 0007426 s
0.68 A / 12:03:24 / 0007428 s
0.68 A / 12:03:26 / 0007430 s
0.68 A / 12:03:28 / 0007432 s
0.68 A / 12:03:30 / 0007434 s
0.68 A / 12:03:32 / 0007436 s
0.68 A / 12:03:34 / 0007438 s
0.68 A / 12:03:36 / 0007440 s
0.68 A / 12:03:38 / 0007442 s
0.68 A / 12:03:40 / 0007444 s
0.68 A / 12:03:42 / 0007446 s
0.68 A / 12:03:44 / 0007448 s
0.68 A / 12:03:46 / 0007450 s
0.68 A / 12:03:48 / 0007452 s
0.68 A / 12:03:50 / 0007454 s
0.68 A / 12:03:52 / 0007456 s
0.68 A / 12:03:54 / 0007458 s
0.68 A / 12:03:56 / 0007460 s
0.68 A / 12:03:58 / 0007462 s
0.58 A / 12:04:00 / 0007464 s
0.58 A / 12:04:02 / 0007466 s
0.70 A / 12:04:04 / 0007468 s
0.70 A / 12:04:06 / 0007470 s
0.70 A / 12:04:08 / 0007472 s
0.60 A / 12:04:10 / 0007474 s
0.60 A / 12:04:12 / 0007476 s
0.60 A / 12:04:14 / 0007478 s
0.73 A / 12:04:16 / 0007480 s
0.73 A / 12:04:18 / 0007482 s
0.73 A / 12:04:20 / 0007484 s
0.63 A / 12:04:22 / 0007486 s
0.63 A / 12:04:24 / 0007488 s
0.63 A / 12:04:26 / 0007490 s
0.63 A / 12:04:28 / 0007492 s
0.53 A / 12:04:30 / 0007494 s
0.68 A / 12:04:32 / 0007496 s
0.68 A / 12:04:34 / 0007498 s
0.68 A / 12:04:36 / 0007500 s
0.68 A / 12:04:38 / 0007502 s
0.68 A / 12:04:40 / 0007504 s
0.68 A / 12:04:42 / 0007506 s
0.68 A / 12:04:44 / 0007508 s
0.68 A / 12:04:46 / 0007510 s
0.68 A / 12:04:48 / 0007512 s
0.58 A / 12:04:50 / 0007514 s
0.58 A / 12:04:52 / 0007516 s
0.58 A / 12:04:54 / 0007518 s
0.58 A / 12:04:56 / 0007520 s
0.58 A / 12:04:58 / 0007522 s
0.68 A / 12:05:00 / 0007524 s
0.68 A / 12:05:02 / 0007526 s
0.53 A / 12:05:04 / 0007528 s
0.53 A / 12:05:06 / 0007530 s
0.68 A / 12:05:08 / 0007532 s
0.68 A / 12:05:10 / 0007534 s
0.68 A / 12:05:12 / 0007536 s
0.68 A / 12:05:14 / 0007538 s
0.68 A / 12:05:16 / 0007540 s
0.68 A / 12:05:18 / 0007542 s
0.68 A / 12:05:20 / 0007544 s
0.68 A / 12:05:22 / 0007546 s
0.68 A / 12:05:24 / 0007548 s
0.68 A / 12:05:26 / 0007550 s
0.68 A / 12:05:28 / 0007552 s
0.68 A / 12:05:30 / 0007554 s
0.58 A / 12:05:32 / 0007556 s
0.68 A / 12:05:34 / 0007558 s
0.68 A / 12:05:36 / 0007560 s
0.68 A / 12:05:38 / 0007562 s
0.68 A / 12:05:40 / 0007564 s
0.68 A / 12:05:42 / 0007566 s
0.68 A / 12:05:44 / 0007568 s
0.68 A / 12:05:46 / 0007570 s
0.68 A / 12:05:48 / 0007572 s
0.68 A / 12:05:50 / 0007574 s
0.68 A / 12:05:52 / 0007576 s
0.68 A / 12:05:54 / 0007578 s
0.68 A / 12:05:56 / 0007580 s
0.68 A / 12:05:58 / 0007582 s
0.68 A / 12:06:00 / 0007584 s
0.68 A / 12:06:02 / 0007586 s
0.68 A / 12:06:04 / 0007588 s
0.68 A / 12:06:06 / 0007590 s
0.68 A / 12:06:08 / 0007592 s
0.58 A / 12:06:10 / 0007594 s
0.58 A / 12:06:12 / 0007596 s
0.58 A / 12:06:14 / 0007598 s
0.58 A / 12:06:16 / 0007600 s
0.58 A / 12:06:18 / 0007602 s
0.58 A / 12:06:20 / 0007604 s
0.58 A / 12:06:22 / 0007606 s
0.58 A / 12:06:24 / 0007608 s
0.58 A / 12:06:26 / 0007610 s
0.58 A / 12:06:28 / 0007612 s
0.70 A / 12:06:30 / 0007614 s
0.60 A / 12:06:32 / 0007616 s
0.60 A / 12:06:34 / 0007618 s
0.60 A / 12:06:36 / 0007620 s
0.60 A / 12:06:38 / 0007622 s
0.60 A / 12:06:40 / 0007624 s
0.60 A / 12:06:42 / 0007626 s
0.60 A / 12:06:44 / 0007628 s
0.60 A / 12:06:46 / 0007630 s
0.60 A / 12:06:48 / 0007632 s
0.60 A / 12:06:50 / 0007634 s
0.60 A / 12:06:52 / 0007636 s
0.60 A / 12:06:54 / 0007638 s
0.60 A / 12:06:56 / 0007640 s
0.60 A / 12:06:58 / 0007642 s
0.60 A / 12:07:00 / 0007644 s
0.50 A / 12:07:02 / 0007646 s
0.65 A / 12:07:04 / 0007648 s
0.65 A / 12:07:06 / 0007650 s
0.65 A / 12:07:08 / 0007652 s
0.65 A / 12:07:10 / 0007654 s
0.65 A / 12:07:12 / 0007656 s
0.65 A / 12:07:14 / 0007658 s
0.65 A / 12:07:16 / 0007660 s
0.53 A / 12:07:18 / 0007662 s
0.68 A / 12:07:20 / 0007664 s
0.58 A / 12:07:22 / 0007666 s
0.58 A / 12:07:24 / 0007668 s
0.58 A / 12:07:26 / 0007670 s
0.58 A / 12:07:28 / 0007672 s
0.58 A / 12:07:30 / 0007674 s
0.68 A / 12:07:32 / 0007676 s
0.68 A / 12:07:34 / 0007678 s
0.68 A / 12:07:36 / 0007680 s
0.68 A / 12:07:38 / 0007682 s
0.68 A / 12:07:40 / 0007684 s
0.68 A / 12:07:42 / 0007686 s
0.55 A / 12:07:44 / 0007688 s
0.73 A / 12:07:46 / 0007690 s
0.73 A / 12:07:48 / 0007692 s
0.60 A / 12:07:50 / 0007694 s
0.60 A / 12:07:52 / 0007696 s
0.60 A / 12:07:54 / 0007698 s
0.70 A / 12:07:56 / 0007700 s
0.70 A / 12:07:58 / 0007702 s
0.55 A / 12:08:00 / 0007704 s
0.68 A / 12:08:02 / 0007706 s
0.68 A / 12:08:04 / 0007708 s
0.68 A / 12:08:06 / 0007710 s
0.68 A / 12:08:08 / 0007712 s
0.68 A / 12:08:10 / 0007714 s
0.68 A / 12:08:12 / 0007716 s
0.68 A / 12:08:14 / 0007718 s
0.68 A / 12:08:16 / 0007720 s
0.68 A / 12:08:18 / 0007722 s
0.68 A / 12:08:20 / 0007724 s
0.68 A / 12:08:22 / 0007726 s
0.68 A / 12:08:24 / 0007728 s
0.68 A / 12:08:26 / 0007730 s
0.68 A / 12:08:28 / 0007732 s
0.68 A / 12:08:30 / 0007734 s
0.68 A / 12:08:32 / 0007736 s
0.68 A / 12:08:34 / 0007738 s
0.68 A / 12:08:36 / 0007740 s
0.68 A / 12:08:38 / 0007742 s
0.68 A / 12:08:40 / 0007744 s
0.68 A / 12:08:42 / 0007746 s
0.68 A / 12:08:44 / 0007748 s
0.68 A / 12:08:46 / 0007750 s
0.68 A / 12:08:48 / 0007752 s
0.68 A / 12:08:50 / 0007754 s
0.68 A / 12:08:52 / 0007756 s
0.68 A / 12:08:54 / 0007758 s
0.68 A / 12:08:56 / 0007760 s
0.68 A / 12:08:58 / 0007762 s
0.58 A / 12:09:00 / 0007764 s
0.58 A / 12:09:02 / 0007766 s
0.58 A / 12:09:04 / 0007768 s
0.68 A / 12:09:06 / 0007770 s
0.68 A / 12:09:08 / 0007772 s
0.68 A / 12:09:10 / 0007774 s
0.68 A / 12:09:12 / 0007776 s
0.68 A / 12:09:14 / 0007778 s
0.68 A / 12:09:16 / 0007780 s
0.68 A / 12:09:18 / 0007782 s
0.68 A / 12:09:20 / 0007784 s
0.68 A / 12:09:22 / 0007786 s
0.55 A / 12:09:24 / 0007788 s
0.55 A / 12:09:26 / 0007790 s
0.68 A / 12:09:28 / 0007792 s
0.68 A / 12:09:30 / 0007794 s
0.68 A / 12:09:32 / 0007796 s
0.68 A / 12:09:34 / 0007798 s
0.68 A / 12:09:36 / 0007800 s
0.68 A / 12:09:38 / 0007802 s
0.68 A / 12:09:40 / 0007804 s
0.55 A / 12:09:42 / 0007806 s
0.73 A / 12:09:44 / 0007808 s
0.63 A / 12:09:46 / 0007810 s
0.75 A / 12:09:48 / 0007812 s
0.75 A / 12:09:50 / 0007814 s
0.65 A / 12:09:52 / 0007816 s
0.65 A / 12:09:54 / 0007818 s
0.65 A / 12:09:56 / 0007820 s
0.65 A / 12:09:58 / 0007822 s
0.65 A / 12:10:00 / 0007824 s
0.65 A / 12:10:02 / 0007826 s
0.65 A / 12:10:04 / 0007828 s
0.65 A / 12:10:06 / 0007830 s
0.65 A / 12:10:08 / 0007832 s
0.65 A / 12:10:10 / 0007834 s
0.65 A / 12:10:12 / 0007836 s
0.65 A / 12:10:14 / 0007838 s
0.65 A / 12:10:16 / 0007840 s
0.65 A / 12:10:18 / 0007842 s
0.65 A / 12:10:20 / 0007844 s
0.65 A / 12:10:22 / 0007846 s
0.65 A / 12:10:24 / 0007848 s
0.65 A / 12:10:26 / 0007850 s
0.65 A / 12:10:28 / 0007852 s
0.65 A / 12:10:30 / 0007854 s
0.65 A / 12:10:32 / 0007856 s
0.65 A / 12:10:34 / 0007858 s
0.65 A / 12:10:36 / 0007860 s
0.65 A / 12:10:38 / 0007862 s
0.65 A / 12:10:40 / 0007864 s
0.65 A / 12:10:42 / 0007866 s
0.65 A / 12:10:44 / 0007868 s
0.65 A / 12:10:46 / 0007870 s
0.65 A / 12:10:48 / 0007872 s
0.65 A / 12:10:50 / 0007874 s
0.65 A / 12:10:52 / 0007876 s
0.65 A / 12:10:54 / 0007878 s
0.65 A / 12:10:56 / 0007880 s
0.65 A / 12:10:58 / 0007882 s
0.65 A / 12:11:00 / 0007884 s
0.65 A / 12:11:02 / 0007886 s
0.65 A / 12:11:04 / 0007888 s
0.65 A / 12:11:06 / 0007890 s
0.65 A / 12:11:08 / 0007892 s
0.48 A / 12:11:10 / 0007894 s
0.58 A / 12:11:12 / 0007896 s
0.58 A / 12:11:14 / 0007898 s
0.58 A / 12:11:16 / 0007900 s
0.58 A / 12:11:18 / 0007902 s
0.58 A / 12:11:20 / 0007904 s
0.58 A / 12:11:22 / 0007906 s
0.58 A / 12:11:24 / 0007908 s
0.73 A / 12:11:26 / 0007910 s
0.73 A / 12:11:28 / 0007912 s
0.73 A / 12:11:30 / 0007914 s
0.73 A / 12:11:32 / 0007916 s
0.63 A / 12:11:34 / 0007918 s
0.63 A / 12:11:36 / 0007920 s
0.63 A / 12:11:38 / 0007922 s
0.63 A / 12:11:40 / 0007924 s
0.63 A / 12:11:42 / 0007926 s
0.63 A / 12:11:44 / 0007928 s
0.63 A / 12:11:46 / 0007930 s
0.63 A / 12:11:48 / 0007932 s
0.63 A / 12:11:50 / 0007934 s
0.63 A / 12:11:52 / 0007936 s
